id,title,altered_context,altered_question,answer,is_impossible
56e0fb41231d4119001ac52c,خلائي_ريس,ولاديمير چيلومي جي ڊيزائن بيورو OKB-52 پاران تيار ڪيل سرڪلونر انيشيٽيشن (Zond)، جنهن جو مقصد ٻه cosmonauts موڪلڻ آهي هڪ تبديل ٿيل Soyuz 7K-L1، Chelomey’s Proton UR-500 راڪيٽ ذريعي لانچ ڪيو ويو. زونڊ Soyuz orbital module کان سواءِ رهڻ واري جاءِ تي سامان کي ترجيح ڏني. چيلومي پنهنجي مائٽن کي ڀرتي ڪري خروشيف کان مدد حاصل ڪئي.,زند جي نالي سان مشهور گردش جي شروعات جي تخليق جو ذميوار ڪير هو؟,ولاديمير چيلومي,False
56e10ff6e3433e1400422b72,خلائي_ريس,Salyut 1 جو مدار بلند ڪيو ويو هڪ غير وقتي ٻيهر داخل ٿيڻ کي روڪڻ لاءِ، جڏهن ته، اضافي انسانن واري مشن کي ملتوي ڪيو ويو جڏهن ته سويوز خلائي جهاز کي نئين حفاظت جي مسئلي کي حل ڪرڻ لاءِ نئين سر ترتيب ڏني وئي. اسٽيشن 11 آڪٽوبر تي ڌرتيء جي فضا ۾ ٻيهر داخل ٿيو، مدار ۾ 175 ڏينهن کان پوء. يو ايس ايس آر 29 جولاءِ 1972 تي ڊوربل اوربيٽل اسٽيشن-2 (DOS-2) نالي هڪ ٻي سليوٽ ڪلاس اسٽيشن شروع ڪرڻ جي ڪوشش ڪئي، پر ”راڪيٽ جي خرابي“ سبب ان کي مدار حاصل ڪرڻ ۾ ناڪامي ٿي. DOS-2 جي حادثي کان پوءِ، يو ايس ايس آر 1975 تائين چار وڌيڪ سليوٽ-ڪلاس اسٽيشنون شروع ڪرڻ جي ڪوشش ڪئي، راڪيٽ جي آخري مرحلي ۾ هڪ ڌماڪي سبب هڪ ٻيو دھچڪو ٿيو، جنهن اسٽيشن کي ملبي سان نقصان پهچايو، ان کي برقرار رکڻ ۾ ناڪام ٿي ويو. دٻاءُ. جيتوڻيڪ سڀني سيليوٽس کي عوام لاءِ غير فوجي سائنسي سهولتن جي طور تي پيش ڪيو ويو، انهن مان ڪيترن ئي اصل ۾ فوجي الماز جي نگراني اسٽيشنن لاءِ محاذ طور ڪم ڪيو.,ڪهڙو سبب هو جو Durable Orbital Station-2 مدار حاصل نه ڪري سگهيو؟,راڪيٽ ناڪامي,False
56e0c8ed7aa994140058e6e9,ويب برائوزر,هڪ ويب ”نيويگيٽر“ (اڪثر سڏيو ويندو آهي نيويگيٽر) هڪ سافٽ ويئر ايپليڪيشن آهي جيڪا ورلڊ وائڊ ويب تي معلومات جي وسيلن کي ٻيهر حاصل ڪرڻ، ڊسپلي ڪرڻ ۽ ان جي ڳولا لاءِ استعمال ڪئي ويندي آهي. هڪ معلوماتي وسيلو هڪ يونيفارم ريسورس سڃاڻپ ڪندڙ (URI/URL) طرفان ظاهر ڪيو ويو آهي ۽ هڪ ويب پيج، تصوير، وڊيو، يا مواد جا ٻيا فارم ٿي سگهي ٿو. وسيلن ۾ موجود هائپر لنڪس صارفين کي آساني سان لاڳاپيل مواد کي براؤز ڪرڻ جي اجازت ڏئي ٿو.,عام اصطلاح ڇا آهي جيڪو ماڻهو ويب نيويگيٽر لاءِ استعمال ڪندا آهن؟,برائوزر,False
56e0c956231d4119001ac393,ويب برائوزر,جڏهن ته برائوزر خاص طور تي ورلڊ وائڊ ويب کي نيويگيٽ ڪرڻ لاءِ ٺاهيا ويا آهن، اهي پڻ ويب سرورز طرفان پيش ڪيل ڊيٽا کي پرائيويٽ نيٽ ورڪن ۾ يا ”فائل سسٽم“ ۾ موجود دستاويزن کي ٻيهر حاصل ڪرڻ جي قابل آهن.,ٻيو ڪٿي برائوزر فائلن کي ٻيهر حاصل ڪري سگهي ٿو؟,فائل سسٽم,False
5a4d2f747a6c4c001a2bbc18,ويب برائوزر,جڏهن ته ويب برائوزر خاص طور تي انٽرنيٽ استعمال ڪرڻ لاءِ ٺاهيا ويا آهن، اهي اضافي طور تي ويب سرورز طرفان فراهم ڪيل ڊيٽا تائين رسائي حاصل ڪري سگهن ٿا نجي نيٽ ورڪن ۾ يا فائل سسٽم ۾ دستاويز.,برائوزر ڪٿي ڳولي سگهجن ٿا؟,نجي نيٽ ورڪن ۾,True
56e0ca827aa994140058e6f5,ويب برائوزر,1993 ۾، ويب برائوزر سافٽ ويئر وڌيڪ واڌارو ڏٺو، مارڪ اينڊريسن جي مهرباني، موسيڪ جي شروعات سان، پهريون وڏي پيماني تي استعمال ٿيل برائوزر، جنهن ورلڊ وائڊ ويب کي وڌيڪ استعمال ڪندڙ-دوست ۽ عام عوام تائين پهچ وارو بنايو. Andreessen جي برائوزر 1990s جي انٽرنيٽ بوم کي روشن ڪيو 1993 ۾ Mosaic جي شروعات - سڀ کان قديم گرافڪ ويب برائوزرن مان هڪ - نتيجي ۾ ويب سرگرمي ۾ اضافو ٿيو اينڊريسن، جنهن نيشنل سينٽر فار سپر ڪمپيوٽنگ ايپليڪيشنز (NCSA) ۾ موسائيڪ ٽيم جي اڳواڻي ڪئي، بعد ۾ پنهنجو ادارو قائم ڪيو، جنهن کي &quot;Netscape&quot; سڏيو ويو، ۽ 1994 ۾ Mosaic-Inspired Netscape Navigator متعارف ڪرايو، جيڪو تيزيءَ سان سڄي دنيا ۾ معروف برائوزر بڻجي ويو، جيڪو 90 جي نمائندگي ڪري ٿو. سڀني ويب ٽريفڪ جو % ان جي اونچائي تي (ويب برائوزرن جو استعمال شيئر ڏسو).,اينڊريسن ڪهڙي نئين ڪمپني قائم ڪئي، جنهن تنظيم کان ٻاهر وڃڻ کان پوءِ هو جنهن ۾ ملازم هو؟,Netscape,False
56e0cbfe7aa994140058e709,ويب برائوزر,1998 ۾، نيٽ اسڪيپ متعارف ڪرايو جيڪو موزيلا فائونڊيشن بڻجي ويندو هڪ مقابلي ۾ ويب برائوزر ٺاهڻ جي ڪوشش ۾ اوپن سورس سافٽ ويئر ماڊل استعمال ڪندي اهو ويب برائوزر آخرڪار &quot;فائر فاڪس&quot; ۾ ترقي ڪندو، جنهن هڪ قابل ذڪر صارف بنياد حاصل ڪيو جيتوڻيڪ اهو اڃا تائين ترقي جي بيٽا مرحلي ۾ هو؛ 2004 جي آخر ۾ فائر فاکس 1.0 جي شروعات کان ٿوري دير بعد، فائر فاڪس (سڀني ورزن ۾) برائوزر استعمال جي 7 سيڪڙو نمائندگي ڪئي. آگسٽ 2011 تائين، فائر فاڪس وٽ 28 سيڪڙو مارڪيٽ شيئر آهي.,اهو برائوزر ڇا هو جيڪو Mozilla فائونڊيشن مان ظاهر ٿيو؟,فائر فاڪس,False
5a4d45dd7a6c4c001a2bbc9b,ويب برائوزر,اهو عمل تڏهن شروع ٿئي ٿو جڏهن فرد داخل ٿئي ٿو يونيفارم ريسورس لوڪيٽر (URL)، جهڙوڪ http://en.wikipedia.org/، ويب برائوزر ۾. URL جو شروعاتي ڀاڱو، جيڪو يونيفارم ريسورس آئيڊينٽيفائير يا URI جي نالي سان سڃاتو وڃي ٿو، اهو ٻڌائي ٿو ته URL کي ڪيئن سمجھيو ويندو. URI جو اڪثر استعمال ٿيل قسم http: سان شروع ٿئي ٿو ۽ ھائيپر ٽيڪسٽ ٽرانسفر پروٽوڪول (HTTP) تي آڻڻ لاءِ ھڪڙو وسيلو بيان ڪري ٿو. گھڻا برائوزر اضافي طور تي مختلف ٻين اڳڪٿين کي گڏ ڪن ٿا، جن ۾ https: HTTPS لاءِ، ftp: فائل ٽرانسفر پروٽوڪول لاءِ، ۽ فائل: مقامي دستاويزن لاءِ. اڳياڙيون جيڪي انٽرنيٽ برائوزر سڌو سنئون عمل نه ڪري سگھن ٿيون عام طور تي مڪمل طور تي مختلف ايپليڪيشن ڏانهن منتقل ڪيا ويا آهن. مثال طور، mailto: URIs عام طور تي صارف جي نامزد ٿيل اي-ميل سافٽ ويئر ڏانهن موڪليا ويندا آهن، ۽ خبرون: URIs صارف جي پسنديده نيوز گروپ ايپليڪيشن ڏانهن موڪليا ويندا آهن.,نيوز گروپ ايپليڪيشنن سان ڇا ٿئي ٿو جڏهن برائوزر انهن کي سڌو سنئون منظم ڪرڻ جي قابل ناهي؟,اڪثر ڪري مڪمل طور تي هڪ ٻئي ايپليڪيشن ڏانهن منتقل ڪيو ويو آهي,True
56e0d21b7aa994140058e750,Web_browser,ان صورتحال ۾ جنهن ۾ http، https، فائل، ۽ ٻيا ٻيا شامل آهن، هڪ دفعو اثاثو حاصل ڪيو ويو آهي، ويب برائوزر ان کي ڏيکاريندو. HTML ۽ لاڳاپيل عناصر (تصوير فائلون، اسٽائلنگ ڊيٽا جهڙوڪ سي ايس ايس، وغيره) برائوزر جي ترتيب واري انجڻ ڏانهن منتقل ڪيا ويا آهن مارڪ اپ کان هڪ انٽرويو دستاويز ۾ تبديل ٿيڻ لاء، هڪ طريقيڪار جو حوالو ڏنو ويو آهي رينجرنگ. HTML کان علاوه، ويب برائوزر عام طور تي ڪنهن به قسم جي مواد کي ظاهر ڪرڻ جي قابل آهن جيڪي ويب پيج جو حصو بڻجي سگهن ٿيون. گھڻا برائوزر تصويرون، آڊيو، وڊيو، ۽ XML فائلون پيش ڪري سگھن ٿا، ۽ فليش ايپليڪيشنن ۽ جاوا ايپليٽس کي آسان ڪرڻ لاءِ اڪثر پلگ ان ھوندا آھن. جڏهن هڪ غير مطابقت واري قسم جي فائل کي منهن ڏيڻ يا ڊسپلي جي بدران ڊائون لوڊ ڪرڻ لاء ترتيب ڏنل فائل، برائوزر صارف کي درخواست ڪري ٿو ته فائل کي هارڊ ڊرائيو تي محفوظ ڪري.,ڇا برائوزرن ۾ عام طور تي سپورٽ ڪرڻ لاءِ پلگ ان هوندا آهن؟,فليش ايپليڪيشنون ۽ جاوا ايپليٽس,False
5a4d48dd7a6c4c001a2bbca6,ويب برائوزر,مثال طور http، https، فائل، ۽ ٻيا مختلف، هڪ ڀيرو وسيلا حاصل ڪيا ويندا، ويب برائوزر ان کي ڏيکاريندو. HTML ۽ لاڳاپيل مواد (تصوير فائلون، انداز جي معلومات جهڙوڪ CSS، وغيره) کي برائوزر جي ترتيب واري انجڻ ڏانهن منتقل ڪيو ويندو آهي مارڪ اپ کان هڪ انٽرويو دستاويز ۾ تبديل ڪيو وڃي، هڪ طريقيڪار جو حوالو ڏنو ويو آهي رينجرنگ. HTML کان ٻاهر، ويب برائوزر عام طور تي مواد جي ڪنهن به شڪل کي ظاهر ڪرڻ جي قابل هوندا آهن جيڪو ويب پيج ٺاهي سگھي ٿو. گھڻا برائوزر تصويرون، آڊيو، وڊيو، ۽ XML فائلون پيش ڪري سگھن ٿا، ۽ فليش ايپليڪيشنن ۽ جاوا ايپليٽس کي آسان ڪرڻ لاءِ اڪثر پلگ ان شامل ڪري سگھن ٿا. جڏهن هڪ قسم جي فائل کي منهن ڏيڻو پوي ٿو جيڪو سپورٽ نه آهي يا هڪ فائل ڊسپلي جي بدران ڊائون لوڊ ڪرڻ جو ارادو رکي ٿو، برائوزر صارف کي فائل کي پنهنجي ڊسڪ تي محفوظ ڪرڻ لاء اشارو ڪري ٿو.,پلگ ان لاءِ ڪهڙو عمل ٿئي ٿو جيڪي ڊسڪ ۾ محفوظ ٿيل آهن؟,برائوزر جي لي آئوٽ انجڻ ڏانهن منتقل ڪيو ويو مارڪ اپ کان هڪ انٽرايڪٽو دستاويز ۾ تبديل ٿيڻ لاءِ,True
56e0d4e1231d4119001ac408,ويب برائوزر,گھڻا انٽرنيٽ برائوزر ويب صفحن جو مجموعو ڏيکارڻ جي قابل آھن جن کي فرد &quot;محفوظ&quot; ڪيو آھي ته جيئن فرد انھن ڏانھن تڪڙو موٽائي سگھي. محفوظ ڪيل صفحا انٽرنيٽ ايڪسپلورر ۾ پسنديده طور پڻ حوالو ڏنو ويو آهي. ان کان علاوه، هر اهم انٽرنيٽ برائوزر هڪ مربوط ويب فيڊ ايگريگيٽر جي ڪجهه قسمن جي خاصيت رکي ٿو. فائر فاڪس ۾، ويب فيڊز لائيو بک مارڪس طور پيش ڪيا ويا آهن ۽ فيڊ ۾ تازو داخلن سان لاڳاپيل بک مارڪس جي ڊاريڪٽري وانگر فنڪشن. اوپيرا ۾، هڪ وڌيڪ روايتي فيڊ ريڊر شامل آهي جيڪو فيڊ جي مواد کي اسٽور ۽ نمائش ڪري ٿو.,ويب سائيٽن جو هڪ مجموعو جيڪو صارف آساني سان واپس وڃڻ لاءِ چونڊي سگهي ٿو استعمال ڪندڙ طرفان ڇا ڪيو ويو آهي؟,نشان لڳل,False
56e0d5117aa994140058e763,ويب برائوزر,&quot;ويب برائوزرن جي اڪثريت&quot; HTTPS کي سپورٽ ڪري ٿي ۽ انٽرنيٽ ڪيش کي هٽائڻ، رڪارڊ ڊائون لوڊ ڪرڻ، فارم ۽ سرچ لاگز، ڪوڪيز، ۽ برائوزنگ تاريخ کي هٽائڻ لاءِ تيز ۽ سڌريل طريقا مهيا ڪن ٿا. برائوزرن جي موجوده حفاظتي خامين جو مقابلو ڪرڻ لاءِ، ڏسو ويب برائوزرن جو مقابلو.,ڪهڙا ادارا HTTP محفوظ لاءِ مدد فراهم ڪن ٿا؟,گھڻا برائوزر,False
5acd32be07355d001abf38f0,BeiDou_Navigation_Satellite_System,2015 جي وچ ۾، چين عالمي ڪوريج ڪنسٽرڪشن لاءِ ٽئين نسل بيڊائو سسٽم (&quot;BDS-3&quot;) جي ترقي جي شروعات ڪئي. افتتاحي BDS-3 سيٽلائيٽ 30 سيپٽمبر 2015 تي مدار ۾ موڪليو ويو مارچ 2016 تائين، BDS-3 لاءِ 4 تصديقي سيٽلائيٽ مدار ۾ لانچ ڪيا ويا.,چين 2017 جي مارچ ۾ ڪهڙي سسٽم جي تعمير شروع ڪئي؟,BDS-3,True
56e0fb457aa994140058e864,BeiDou_Navigation_Satellite_System,جيئن ته چائنا ڊيلي پاران ٻڌايو ويو آهي، سيٽلائيٽ سسٽم جي شروعات کان پندرهن سالن بعد، اهو هن وقت &quot;$ 31.5 بلين&quot; پيدا ڪري ٿو ممتاز ڪمپنين جهڙوڪ چائنا ايرو اسپيس سائنس اينڊ انڊسٽري ڪارپوريشن، آٽو نيوي هولڊنگس لميٽيڊ، ۽ چائنا نارٿ انڊسٽريز گروپ ڪارپوريشن.,ڪمپنيون لاءِ BDS سسٽم ذريعي آمدني ڇا آهي؟,$31.5 بلين ڊالر,False
5acd345807355d001abf3946,BeiDou_Navigation_Satellite_System,چيني سيٽلائيٽ پوزيشننگ سسٽم جو شروعاتي تصور 1980 جي ڏهاڪي دوران ”چن فنگيون ۽ سندس ساٿين“ پاران ترتيب ڏنو ويو. چين جي نيشنل اسپيس ايڊمنسٽريشن جي مطابق، سسٽم جي ترقي ٽن مرحلن ۾ اڳتي وڌندي:,ڪنهن جاپاني سيٽلائيٽ پوزيشننگ سسٽم لاءِ شروعات ۾ تصور پيش ڪيو؟,چن Fangyun ۽ سندس ساٿي,True
56e10ac2cd28a01900c674b9,BeiDou_Navigation_Satellite_System,BeiDou-2 (اڳ ۾ حوالو ڏنو ويو آهي &quot;&quot;COMPASS&quot;&quot;) اڳوڻي BeiDou-1 ۾ اضافو نه آهي، بلڪه ان کي مڪمل طور تي تبديل ڪري ٿو. اپڊيٽ ڪيل سسٽم 35 سيٽلائيٽن تي مشتمل هوندو، جنهن ۾ 5 سيٽلائيٽ شامل هوندا جيو اسٽيشنري مدار ۾ بيڊائو-1 سان پسمانده مطابقت لاءِ، ۽ 30 سيٽلائيٽ جيڪي جيو اسٽيشنري نه هوندا آهن (27 وچولي ڌرتيءَ جي مدار ۾ ۽ 3 مائل جيو سنڪرونس ڊيزائن ۾)، پوري ڌرتي جي جامع ڪوريج مهيا ڪرڻ لاء.,BeiDou-2 سسٽم جو اڳوڻو نالو ڇا هو؟,COMPASS,False
56e11a26e3433e1400422be9,BeiDou_Navigation_Satellite_System,منتقل ٿيل سگنلن جو امتحان 14 اپريل 2007 تي Compass-M1 جي لانچ ٿيڻ کان پوءِ شروع ٿيو. ٿوري دير کان پوءِ، جون 2007 ۾، سي اين اي ايس جي ٽيڪنيشنن اسپيڪٽرم ۽ سگنلن جي ترتيب کي دستاويز ڪيو. هڪ مهيني بعد، اسٽنفورڊ يونيورسٽي جي عالمن I سگنلن جي اجزاء جي مڪمل ڊيڪوڊنگ جو اعلان ڪيو ڪوڊن جي سمجھڻ جي اجازت ڏني وئي انجنيئرن جي ٽيم کي Septentrio تي COMPASS رسيور جي تعمير ڪرڻ ۽ E2 ۽ E5B تي I سگنلن جي ٽريڪنگ ۽ ملٽي پاٿ خاصيتن تي رپورٽ ڪرڻ.,COMPASS وصول ڪندڙ ڪير ٺاھيو؟,Septentrio ۾ انجنيئرن جو هڪ گروپ,False
5acd507907355d001abf3cdf,BeiDou_Navigation_Satellite_System,25 جولاءِ 2015 تي، 18 هين ۽ 19 هين خلائي جهاز کي ”زي چانگ سيٽلائيٽ لانچ سينٽر“ کان مدار ۾ ڪاميابيءَ سان موڪليو ويو، چين لاءِ پهريون موقعو آهي ته هو لانگ مارچ 3B/Expedition-1 لانچ گاڏيءَ جي مٿان هڪ ئي وقت ٻه سيٽلائيٽ نصب ڪري. Expedition-1 هڪ اسٽينڊ اپر اسٽيج جي طور تي ڪم ڪري ٿو جيڪو هڪ يا وڌيڪ خلائي گاڏين کي مختلف پيچرن ۾ رکڻ جي قابل آهي.,2nd ۽ 3rd سيٽلائيٽ ڪهڙي هنڌ تان لانچ ڪيا ويا؟,Xichang سيٽلائيٽ لانچ سينٽر,True
56e1207fcd28a01900c6761f,BeiDou_Navigation_Satellite_System,&quot;جولاءِ 25، 2015&quot; تي، 18 هين ۽ 19 هين سيٽلائيٽ ڪاميابيءَ سان Xichang سيٽلائيٽ لانچ سينٽر تان موڪليا ويا، چين جي لانگ مارچ 3B/Expedition-1 ڪيريئر راڪيٽ جي مٿان هڪ ئي وقت ٻه سيٽلائيٽ لانچ ڪرڻ جي افتتاحي موقعي جي نمائندگي ڪن ٿا. Expedition-1 هڪ الڳ اپر اسٽيج جي طور تي ڪم ڪري ٿو جيڪو هڪ يا وڌيڪ خلائي جهاز کي مختلف مدارن ۾ رکڻ جي قابل آهي.,BeiDou سسٽم جي 18 هين ۽ 19 هين سيٽلائيٽ کي ڪهڙي تاريخ تي لانچ ڪيو ويو؟,25 جولاءِ 2015,False
56e0f150231d4119001ac483,ڪنن_قانون,يوناني ڪنون / قديم يوناني: κανών، عربي قنون / قانون، عبراني ڪنه / ڪنه، سڌو؛ هڪ رهنمائي، قاعدو، معيار، يا ماپ؛ انهن سڀني ٻولين ۾ بنيادي معنيٰ ”ريڊ“ آهي (ڏسو رومينس-ٻوليءَ جي ابتدا انگريزي اصطلاح cane).,لفظ ڪينن جي گڏيل معنيٰ ڇا آهي جيئن يوناني، عربي ۽ عبراني ۾ ملي ٿي؟,ريڊ,False
56e0f2d87aa994140058e7ff,ڪنن_قانون,ڪيٿولڪ چرچ جي اندر، ڪينن قانون قاعدن ۽ قانوني عقيدن جي فريم ورڪ جي نمائندگي ڪري ٿو جيڪو چرچ جي سطحي قيادت پاران ترقي يافته ۽ برقرار رکيو ويو آهي ان جي خارجي جوڙجڪ ۽ انتظاميه کي سنڀالڻ ۽ چرچ جي مشن ڏانهن ڪيٿولڪ جي ڪوششن جي رهنمائي ڪرڻ ۽ چينل ڪرڻ.,ڪير ڪيٿولڪزم جي اندر ڪينن قانون جو انتظام ڪري ٿو؟,چرچ جي hierarchical اختيارين,False
5a21d0bb8a6e4f001aa08f07,ڪنن_قانون,ڪيٿولڪ چرچ کي چيو ويندو آهي ته مغربي يورپ ۾ سڀ کان قديم مسلسل آپريٽو اندروني قانوني فريم ورڪ آهي، خاص طور تي رومن قانون جي ڀيٽ ۾، اڃا به عصري يورپي سول قانون جي رواج جي ظاهر ٿيڻ کان اڳ. پهرين صديءَ دوران ”ڪائونسل آف يروشلم“ ۾ رسولن پاران قائم ڪيل ضابطن (ڪينن) سان ڇا شروع ٿيو، اهو هڪ قابل ذڪر پيچيده قانوني نظام ۾ پکڙجي ويو آهي، جنهن ۾ نه رڳو نئين عهد نامي جا اصول شامل آهن پر عبراني ( پراڻي عهد نامي)، رومن، ويزيگوٿڪ، سيڪسن، ۽ ڪيلٽڪ قانوني نظام.,پهرين صدي قبل مسيح ۾ ڪهڙي مجلس ٿي,يروشلم جي ڪائونسل,True
56e0f9657aa994140058e851,ڪنن_قانون,"اهو هڪ جامع قانوني ڍانچو آهي، جنهن ۾ تمام ضروري جزا شامل آهن: عدالتون، وڪيل، مئجسٽريٽ، هڪ مڪمل طور تي بيان ڪيل قانوني ڪوڊ، قانوني سمجھڻ جا اصول، ۽ قابل اطلاق پابنديون، جيتوڻيڪ ان ۾ اڪثر سيڪيولر دائري اختيار ۾ سول پابند اختيار نه آهن. ڪينن قانون ۾ تعليمي قابليت شامل آهن JCB (&quot;&quot;Juris Canonici Baccalaureatus&quot;&quot;، بيچلر آف ڪينن لا، عام طور تي پوسٽ گريجوئيٽ ڊگري جي طور تي تعاقب ڪيو ويو آهي)، JCL (Juris Canonici Licentiatus، ڪينن قانون جو لائسنس) ۽ JCD (Juris Canonici Doctor, ڊاڪٽر آف ڪينن لا). ان جي خاص نوعيت جي ڪري، سول قانون يا نظريي ۾ ترقي يافته قابليت عام طور تي ڪينن قانون جي مطالعي کان اڳ گھربل آھي.",JCB جي معنيٰ ڇا آهي؟,بيچلر آف ڪينن قانون,False
5a21d4c68a6e4f001aa08f3a,ڪنن_قانون,قانون سازي جي نقطه نظر جو هڪ اهم حصو جسٽنين پاران قائم ڪيل رومن قانون ڪوڊ جي اثر هيٺ هو نتيجي طور، رومن ڪليسيائيڪل ٽربيونل عام طور تي براعظم يورپ ۾ رومن قانون جي طرز جي رواج تي عمل ڪن ٿا، جيتوڻيڪ ڪجھ اختلافن سان، ججن جي گروپن جي خصوصيت ۽ هڪ انڪوائري تي ٻڌل عمل جنهن کي انڪوائري طور سڃاتو وڃي ٿو، لاطيني لفظ انڪوائري مان نڪتل آهي، جنهن جي معنيٰ آهي پڇا ڳاڇا ڪرڻ. هي انگريزي ۽ يو ايس جي عام قانون جي فريم ورڪ ۾ موجود مخالف ڌر جي طريقيڪار واري ماڊل جي مخالفت ۾ بيٺو آهي. فقه، جنهن ۾ جزا ۽ انفرادي ججن جهڙا عنصر شامل آهن.,ڪھڙي اضافي قانوني سرشتي سان ڪليسيائيڪل عدالتون ھڪ مخالف طبيعت رکندڙ آھن؟,انگريزي ۽ آمريڪي قانون جو عام قانون جو نظام,True
5a21d4c68a6e4f001aa08f3b,ڪنن_قانون,قانون سازي جي نقطه نظر جو هڪ اهم حصو جسٽنين پاران قائم ڪيل رومن قانون ڪوڊ مان نڪتل هو نتيجي طور، رومن ڪليسيائيڪل ٽربيونل عام طور تي براعظم يورپ ۾ رائج رومن قانوني طرز تي عمل ڪن ٿا، جيتوڻيڪ ڪجھ اختلافن سان، مئجسٽريٽ جي ڪاليجي پينل کي ڏيکاري ٿو ۽ هڪ تحقيقاتي طريقو جيڪو انڪوائري طور سڃاتو وڃي ٿو، لاطيني اصطلاح انڪوائري مان نڪرندڙ آهي، جنهن جو مطلب آهي سوال ڪرڻ. هي انگريزي ۽ يو ايس جي عام قانون جي فريم ورڪ ۾ استعمال ٿيندڙ مخالف طريقي جي ابتڙ آهي فقه، جنهن ۾ جزا ۽ واحد جج شامل آهن.,ڪليسيائيڪل ٽربيونل مئجسٽريٽ جي ڪاليجي پينل جي بدران ڇا استعمال ڪندا آهن؟,اڪيلو جج,True
56e0fb7b231d4119001ac530,ڪنن_قانون,قانون سازي جي نقطه نظر جو هڪ اهم حصو &quot;جسٽنين جي رومن قانون ڪوڊ&quot; کان متاثر ٿيو. نتيجي طور، روم ۾ ڪليسيائيڪل عدالتون عام طور تي براعظم يورپ جي رومن قانون جي روايت جي خصوصيت تي عمل ڪنديون آهن، جيتوڻيڪ ڪجهه اختلافن سان، ججن جي پينل کي ڏيکاريندي ۽ تحقيق جو هڪ طريقو، جنهن کي انڪوائري طور سڃاتو وڃي ٿو، لاطيني اصطلاح انڪوائري مان نڪتل آهي، معنيٰ تحقيق ڪرڻ. هي انگريزي ۽ آمريڪا جي عام قانون جي فريم ورڪ ۾ موجود مخالف ڌر جي قانوني عمل جي مخالفت ۾ بيٺو آهي. عدالتي اختيار، جن ۾ جزا ۽ انفرادي ججن جهڙا عنصر شامل آهن.,ڪهڙو تاريخي قانوني ڪوڊ رومن ڪيٿولڪ چرچ ۾ مشاهدو ڪيل قانون سازي جي بنياد جي طور تي ڪم ڪيو؟,جسٽنين جو رومن قانون ڪوڊ,False
5a21d9038a6e4f001aa08f78,ڪنن_قانون,يوناني ڳالهائيندڙ &quot;&quot;آرٿوڊوڪس&quot;&quot; انهن جي حوالي سان ڪينون ۽ وضاحتون مرتب ڪيون آهن هڪ متن ۾ جنهن جو حوالو ڏنو ويو آهي Pēdálion (يوناني: Πηδάλιον، Rudder)، جنهن جو عنوان ان ڪري ڏنو ويو آهي ڇاڪاڻ ته اهو چرچ جي رهنمائي ڪرڻ ۾ ڪم ڪري ٿو. عام طور تي، آرٿوڊوڪس عيسائي ارتقا ان جي اصولن کي ضابطن جي بجاءِ سفارشن جي طور تي وڌيڪ ڏسي ٿو، بشپس انهن کي ثقافتي ۽ ٻين مقامي حوالن سان فٽ ڪرڻ لاءِ تبديل ڪري ٿو. آرٿوڊوڪس ڪينن جي ڪن عالمن ان ڳالهه کي اجاگر ڪيو ته، جيڪڏهن ايڪومينيڪل ڪائونسلز (جيڪي يوناني ۾ سڏجن ٿيون) ته ڪنن کي قانون جي طور تي ڪم ڪرڻ جو ارادو رکي ها، ته اهي انهن کي ڪنونس/κανόνες (قاعدن) جي بدران nómoi/νόμοι (قانون) مقرر ڪن ها، تڏهن به لڳ ڀڳ سڀئي. آرٿوڊوڪس انهن کي مڃيندا آهن. بهرحال، ڪائونسلن جي نظرياتي حڪمن تي سختي سان عمل ڪيو وڃي بلڪه سفارشن جي طور تي، ڇاڪاڻ ته اهي چرچ جي اتحاد لاء اهم آهن.,ڪهڙو مذهبي گروهه عبراني کي ملازمت ڏيندو آهي؟,آرٿوڊوڪس,True
