id,title,original_context,altered_context,original_question,altered_question,answer,is_impossible
56e0eaeb7aa994140058e7bb,Space_Race,"[""The US reacted to the Luna program by embarking on the Ranger program in 1959, managed by NASA's Jet Propulsion Laboratory. The Block I Ranger 1 and Ranger 2 suffered Atlas-Agena launch failures in August and November 1961. The 727-pound (330 kg) Block II Ranger 3 launched successfully on January 26, 1962, but missed the Moon. The 730-pound (330 kg) Ranger 4 became the first US spacecraft to reach the Moon, but its solar panels and navigational system failed near the Moon and it impacted the far side without returning any scientific data. Ranger 5 ran out of power and missed the Moon by 725 kilometers (391 nmi) on October 21, 1962. The first successful Ranger mission was the 806-pound (366 kg) ••Block III Ranger 7•• which impacted on July 31, 1964.""]","[""The United States responded to the Luna initiative by initiating the Ranger program in 1959, overseen by NASA's Jet Propulsion Laboratory. The Block I Ranger 1 and Ranger 2 experienced launch failures with the Atlas-Agena in August and November of 1961. The 727-pound (330 kg) Block II Ranger 3 was successfully launched on January 26, 1962, yet failed to reach the Moon. The 730-pound (330 kg) Ranger 4 became the initial US spacecraft to touch the Moon, however, its solar panels and navigation system malfunctioned close to the Moon, and it collided with the far side without transmitting any scientific information. Ranger 5 depleted its energy and missed the Moon by 725 kilometers (391 nautical miles) on October 21, 1962. The first successful Ranger mission was the 806-pound (366 kg) Block III Ranger 7, which impacted on July 31, 1964.""]",The first Ranger mission that didn't fail was which one?,Which was the first Ranger mission that was successful?,Block III Ranger 7,FALSE
56e0eb947aa994140058e7c4,Space_Race,"[""By 1959, American observers believed that the Soviet Union would be the first to get a human into space, because of the time needed to prepare for Mercury's first launch. On April 12, 1961, the USSR surprised the world again by launching Yuri Gagarin into a single orbit around the Earth in a craft they called ••Vostok 1••. They dubbed Gagarin the first cosmonaut, roughly translated from Russian and Greek as sailor of the universe. "", ""Although he had the ability to take over manual control of his spacecraft in an emergency by opening an envelope he had in the cabin that contained a code that could be typed into the computer, it was flown in an automatic mode as a precaution؛ medical science at that time did not know what would happen to a human in the weightlessness of space. Vostok 1 orbited the Earth for 108 minutes and made its reentry over the Soviet Union, with Gagarin ejecting from the spacecraft at 7,000 meters (23,000 ft), and landing by parachute. The Fédération Aéronautique Internationale (International Federation of Aeronautics) credited Gagarin with the world's first human space flight, although their qualifying rules for aeronautical records at the time required pilots to take off and land with their craft. For this reason, the Soviet Union omitted from their FAI submission the fact that Gagarin did not land with his capsule. "", ""When the FAI filing for Gherman Titov's second Vostok flight in August 1961 disclosed the ejection landing technique, the FAI committee decided to investigate, and concluded that the technological accomplishment of human spaceflight lay in the safe launch, orbiting, and return, rather than the manner of landing, and so revised their rules accordingly, keeping Gagarin's and Titov's records intact.""]","[""By 1959, United States observers were convinced that the Soviet Union would be the initial nation to launch a human into space, due to the duration required to prepare for Mercury's inaugural launch. On April 12, 1961, the USSR astonished the globe once more by sending Yuri Gagarin on a singular orbit around the planet in a vehicle they named ••Vostok 1••. They referred to Gagarin as the first cosmonaut, which can be roughly interpreted from Russian and Greek as mariner of the cosmos."", 'Even though he had the capability to assume manual control of his spacecraft in the event of an emergency by accessing an envelope he possessed in the cabin that included a code to be entered into the computer, it was operated in an automatic mode as a safety measure; medical science at that period was unaware of the effects on a human being in the zero gravity of space. Vostok 1 orbited the planet for 108 minutes, reentering over the Soviet Union, with Gagarin ejecting from the spacecraft at 7,000 meters (23,000 ft) and landing via parachute. The Fédération Aéronautique Internationale (International Federation of Aeronautics) recognized Gagarin with the world’s first human space flight, although their criteria for aeronautical records at that time mandated that pilots must take off and land with their vehicles. Consequently, the Soviet Union excluded from their FAI submission the detail that Gagarin did not touch down with his capsule.', ""When the FAI report for Gherman Titov's second Vostok mission in August 1961 revealed the ejection landing method, the FAI committee opted to examine the matter and ultimately determined that the technological achievement of human spaceflight resided in the safe launch, orbiting, and return, rather than the specific landing technique, thus modifying their regulations accordingly, preserving Gagarin's and Titov's records.""]",The first ship to carry a human through space was called what?,What was the designation of the first vessel to transport a human through outer space?,Vostok 1,FALSE
56e0f229231d4119001ac4b2,Space_Race,"[""Three weeks later, on May 5, 1961, ••Alan Shepard•• became the first American in space, launched in a ballistic trajectory on Mercury-Redstone 3, in a spacecraft he named Freedom 7. Though he did not achieve orbit like Gagarin, he was the first person to exercise manual control over his spacecraft's attitude and retro-rocket firing. After his successful return, Shepard was celebrated as a national hero, honored with parades in Washington, New York and Los Angeles, and received the NASA Distinguished Service Medal from President John F. Kennedy.""]","[""Three weeks afterward, on May 5, 1961, ••Alan Shepard•• became the inaugural American in outer space, launched on a ballistic course aboard Mercury-Redstone 3, in a vessel he designated Freedom 7. Although he did not enter orbit like Gagarin, he was the first individual to wield manual control over his spacecraft's orientation and retro-rocket ignition. Following his triumphant return, Shepard was lauded as a national hero, celebrated with parades in Washington, New York, and Los Angeles, and was awarded the NASA Distinguished Service Medal by President John F. Kennedy.""]",The first American to travel into space was whom?,Who was the first American to journey into space?,Alan Shepard,FALSE
56e0fb41231d4119001ac52c,Space_Race,"[""The circumlunar program (Zond), created by ••Vladimir Chelomey••'s design bureau OKB-52, was to fly two cosmonauts in a stripped-down Soyuz 7K-L1, launched by Chelomey's Proton UR-500 rocket. The Zond sacrificed habitable cabin volume for equipment, by omitting the Soyuz orbital module. Chelomey gained favor with Khruschev by employing members of his family.""]","[""The circumlunar initiative (Zond), developed by ••Vladimir Chelomey••'s design bureau OKB-52, aimed to send two cosmonauts aboard a modified Soyuz 7K-L1, launched via Chelomey's Proton UR-500 rocket. The Zond prioritized equipment over living space by excluding the Soyuz orbital module. Chelomey secured support from Khruschev by hiring relatives.""]",Who created the circumlunar program called Zond?,Who was responsible for the creation of the circumlunar initiative known as Zond?,Vladimir Chelomey,FALSE
56e10ff6e3433e1400422b72,Space_Race,"[""Salyut 1's orbit was increased to prevent premature reentry, but further piloted flights were delayed while the Soyuz was redesigned to fix the new safety problem. The station re-entered the Earth's atmosphere on October 11, after 175 days in orbit. The USSR attempted to launch a second Salyut-class station designated Durable Orbital Station-2 (DOS-2) on July 29, 1972, but a ••rocket failure•• caused it to fail to achieve orbit. After the DOS-2 failure, the USSR attempted to launch four more Salyut-class stations through 1975, with another failure due to an explosion of the final rocket stage, which punctured the station with shrapnel so that it wouldn't hold pressure. While all of the Salyuts were presented to the public as non-military scientific laboratories, some of them were actually covers for the military Almaz reconnaissance stations.""]","['The orbit of Salyut 1 was elevated to avert an untimely reentry, however, additional manned missions were postponed while the Soyuz spacecraft underwent redesign to address the novel safety issue. The station re-entered the atmosphere of Earth on October 11, following 175 days in orbit. The USSR made an effort to launch a second Salyut-class station called Durable Orbital Station-2 (DOS-2) on July 29, 1972, but a ••rocket malfunction•• led to its failure to attain orbit. Subsequent to the DOS-2 mishap, the USSR endeavored to launch four more Salyut-class stations up to 1975, encountering another setback due to an explosion in the final stage of the rocket, which damaged the station with debris, rendering it unable to maintain pressure. Although all Salyuts were portrayed to the public as non-military scientific facilities, several of them actually served as fronts for the military Almaz surveillance stations.']",Why did The Durable Orbital Station-2 not reach orbit?,What was the reason that Durable Orbital Station-2 did not achieve orbit?,rocket failure,FALSE
56e0c8ed7aa994140058e6e9,Web_browser,"['A web ••browser•• (commonly referred to as a browser) is a software application for retrieving, presenting, and traversing information resources on the World Wide Web. An information resource is identified by a Uniform Resource Identifier (URI/URL) and may be a web page, image, video or other piece of content. Hyperlinks present in resources enable users easily to navigate their browsers to related resources.']","A web ••navigator•• (often referred to as a navigator) is a software application utilized for retrieving, displaying, and exploring information resources on the World Wide Web. An information resource is denoted by a Uniform Resource Identifier (URI/URL) and can be a webpage, picture, video, or other forms of content. Hyperlinks available in resources allow users to effortlessly browse to related materials.",What do people typically call a web browser?,What is the usual term people use for a web navigator?,browser,FALSE
56e0c956231d4119001ac393,Web_browser,"['Although browsers are primarily intended to use the World Wide Web, they can also be used to access information provided by web servers in private networks or files in ••file systems••.']","While browsers are chiefly designed for navigating the World Wide Web, they are also capable of retrieving data offered by web servers within private networks or documents in ••file systems••.",A browser can also access files where?,Where else can a browser retrieve files?,file systems,FALSE
5a4d2f747a6c4c001a2bbc18,Web_browser,"['Although browsers are primarily intended to use the World Wide Web, they can also be used to access information provided by web servers ••in private networks•• or files in file systems.']","While web browsers are mainly designed for utilizing the Internet, they can additionally access data supplied by web servers within private networks or documents in file systems.",Where are browsers located?,Where can browsers be found?,in private networks,TRUE
56e0ca827aa994140058e6f5,Web_browser,"[""In 1993, browser software was further innovated by Marc Andreessen with the release of Mosaic, the world's first popular browser, which made the World Wide Web system easy to use and more accessible to the average person. Andreesen's browser sparked the internet boom of the 1990s. The introduction of Mosaic in 1993 -- one of the first graphical web browsers -- led to an explosion in web use. Andreessen, the leader of the Mosaic team at National Center for Supercomputing Applications (NCSA), soon started his own company, named ••Netscape••, and released the Mosaic-influenced Netscape Navigator in 1994, which quickly became the world's most popular browser, accounting for 90% of all web use at its peak (see usage share of web browsers).""]","In 1993, web browser software saw further advancements thanks to Marc Andreessen with the launch of Mosaic, the first widely-used browser, which made the World Wide Web more user-friendly and accessible to the general public. Andreessen's browser ignited the internet boom of the 1990s. The debut of Mosaic in 1993 -- one of the earliest graphical web browsers -- resulted in a surge in web activity. Andreessen, who led the Mosaic team at the National Center for Supercomputing Applications (NCSA), later founded his own enterprise, called ••Netscape••, and in 1994 introduced the Mosaic-inspired Netscape Navigator, which rapidly became the leading browser worldwide, representing 90% of all web traffic at its height (see usage share of web browsers).","When Andreessen left the company he worked for, what new company did he start?",What new enterprise did Andreessen establish after departing from the organization he was employed by?,Netscape,FALSE
56e0cbfe7aa994140058e709,Web_browser,"['In 1998, Netscape launched what was to become the Mozilla Foundation in an attempt to produce a competitive browser using the open source software model. That browser would eventually evolve into ••Firefox••, which developed a respectable following while still in the beta stage of development؛ shortly after the release of Firefox 1.0 in late 2004, Firefox (all versions) accounted for 7% of browser use. As of August 2011, Firefox has a 28% usage share.']","In 1998, Netscape introduced what would become the Mozilla Foundation in a bid to create a competitive web browser utilizing the open-source software model. That web browser would ultimately develop into ••Firefox••, which garnered a notable user base even while it was still in the beta phase of development; shortly after the launch of Firefox 1.0 in late 2004, Firefox (across all versions) represented 7% of browser usage. As of August 2011, Firefox holds a 28% market share.",What was the resulting browser for the Mozilla Foundation?,What was the browser that emerged from the Mozilla Foundation?,Firefox,FALSE
5a4d45dd7a6c4c001a2bbc9b,Web_browser,"[""This process begins when the user inputs a Uniform Resource Locator (URL), for example http://en.wikipedia.org/, into the browser. The prefix of the URL, the Uniform Resource Identifier or URI, determines how the URL will be interpreted. The most commonly used kind of URI starts with http: and identifies a resource to be retrieved over the Hypertext Transfer Protocol (HTTP). Many browsers also support a variety of other prefixes, such as https: for HTTPS, ftp: for the File Transfer Protocol, and file: for local files. Prefixes that the web browser cannot directly handle are ••often handed off to another application entirely••. For example, mailto: URIs are usually passed to the user's default e-mail application, and news: URIs are passed to the user's default newsgroup reader.""]","[""This procedure initiates when the individual enters a Uniform Resource Locator (URL), such as http://en.wikipedia.org/, into the web browser. The beginning segment of the URL, known as the Uniform Resource Identifier or URI, dictates how the URL will be understood. The most frequently used type of URI starts with http: and specifies a resource to be fetched over the Hypertext Transfer Protocol (HTTP). Numerous browsers additionally accommodate various other prefixes, including https: for HTTPS, ftp: for the File Transfer Protocol, and file: for local documents. Prefixes that the internet browser cannot process directly are ••typically redirected to a completely different application••. For instance, mailto: URIs are generally sent to the user's designated e-mail software, and news: URIs are forwarded to the user's preferred newsgroup application.""]",What happens to newsgroup readers the web browser can't handle directly?,What occurs with newsgroup applications when the browser is unable to manage them directly?,often handed off to another application entirely,TRUE
56e0d21b7aa994140058e750,Web_browser,"[""In the case of http, https, file, and others, once the resource has been retrieved the web browser will display it. HTML and associated content (image files, formatting information such as CSS, etc.) is passed to the browser's layout engine to be transformed from markup to an interactive document, a process known as rendering. Aside from HTML, web browsers can generally display any kind of content that can be part of a web page. Most browsers can display images, audio, video, and XML files, and often have plug-ins to support ••Flash applications and Java applets••. Upon encountering a file of an unsupported type or a file that is set up to be downloaded rather than displayed, the browser prompts the user to save the file to disk.""]","[""In the situation involving http, https, file, and various others, once the asset has been acquired, the web browser will show it. HTML and related elements (image files, styling data like CSS, etc.) are transmitted to the browser's layout engine to be converted from markup to an interactive document, a procedure referred to as rendering. Besides HTML, web browsers are generally capable of exhibiting any type of content that can form part of a web page. Most browsers can present images, audio, video, and XML files, and frequently have plug-ins to facilitate ••Flash applications and Java applets••. When encountering a file of an incompatible type or a file configured to be downloaded instead of displayed, the browser requests the user to save the file to the hard drive.""]",Browsers typically have plug-ins to support what?,What do browsers usually have plug-ins to support?,Flash applications and Java applets,FALSE
5a4d48dd7a6c4c001a2bbca6,Web_browser,"[""In the case of http, https, file, and others, once the resource has been retrieved the web browser will display it. HTML and associated content (image files, formatting information such as CSS, etc.) is ••passed to the browser's layout engine to be transformed from markup to an interactive document••, a process known as rendering. Aside from HTML, web browsers can generally display any kind of content that can be part of a web page. Most browsers can display images, audio, video, and XML files, and often have plug-ins to support Flash applications and Java applets. Upon encountering a file of an unsupported type or a file that is set up to be downloaded rather than displayed, the browser prompts the user to save the file to disk.""]","[""In the instance of http, https, file, and various others, once the resource has been acquired, the web browser will showcase it. HTML and related content (image files, style information such as CSS, etc.) is ••transmitted to the browser's layout engine to be converted from markup to an interactive document••, a procedure referred to as rendering. Beyond HTML, web browsers are typically capable of displaying any form of content that may constitute a web page. Most browsers can present images, audio, video, and XML files, and frequently include plug-ins to facilitate Flash applications and Java applets. When encountering a file of a type that is not supported or a file intended for download rather than display, the browser prompts the user to save the file to their disk.""]",What process happens to plug-ins saved to disk?,What procedure occurs for plug-ins that are stored to disk?,passed to the browser's layout engine to be transformed from markup to an interactive document,TRUE
56e0d4e1231d4119001ac408,Web_browser,"['Most web browsers can display a list of web pages that the user has ••bookmarked•• so that the user can quickly return to them. Bookmarks are also called Favorites in Internet Explorer. In addition, all major web browsers have some form of built-in web feed aggregator. In Firefox, web feeds are formatted as live bookmarks and behave like a folder of bookmarks corresponding to recent entries in the feed. In Opera, a more traditional feed reader is included which stores and displays the contents of the feed.']","['Most internet browsers are capable of showing a compilation of web pages that the individual has ••saved•• so that the individual can swiftly return to them. Saved pages are also referred to as Favorites in Internet Explorer. Furthermore, every major internet browser features some variant of an integrated web feed aggregator. In Firefox, web feeds are presented as live bookmarks and function like a directory of bookmarks related to recent entries in the feed. In Opera, a more conventional feed reader is included that stores and exhibits the contents of the feed.']",A list of websites a user can click to get back to easy have been what by the user?,A compilation of websites a user can select to easily return to has been what by the user?,bookmarked,FALSE
56e0d5117aa994140058e763,Web_browser,"['••Most browsers•• support HTTP Secure and offer quick and easy ways to delete the web cache, download history, form and search history, cookies, and browsing history. For a comparison of the current security vulnerabilities of browsers, see comparison of web browsers.']","••The majority of web browsers•• support HTTPS and provide swift and straightforward methods to remove the internet cache, download records, form and search logs, cookies, and browsing history. To compare the existing security flaws of browsers, refer to the comparison of web browsers.",HTTP Secure is supported by what?,Which entities provide support for HTTP Secure?,Most browsers,FALSE
5acd32be07355d001abf38f0,BeiDou_Navigation_Satellite_System,"['In-mid 2015, China started the build-up of the third generation BeiDou system (••BDS-3••) in the global coverage constellation. The first BDS-3 satellite was launched 30 September 2015. As of March 2016, 4 BDS-3 in-orbit validation satellites have been launched.']","In the middle of 2015, China initiated the development of the third generation BeiDou system (••BDS-3••) for the global coverage constellation. The inaugural BDS-3 satellite was sent into orbit on 30 September 2015. By March 2016, 4 validation satellites for BDS-3 had been launched into orbit.",Which system did China start building in March of 2017?,What system did China commence constructing in March of 2017?,BDS-3,TRUE
56e0fb457aa994140058e864,BeiDou_Navigation_Satellite_System,"['According to China daily. Fifteen years after the satellite system was launched, it is now generating ••$31.5 billion•• for major companies such as China Aerospace Science and Industry Corp, AutoNavi Holdings Ltd, and China North Industries Group Corp.']","As reported by China Daily, fifteen years after the launch of the satellite system, it currently produces ••$31.5 billion•• for prominent firms such as China Aerospace Science and Industry Corporation, AutoNavi Holdings Limited, and China North Industries Group Corporation.",How much revenue for companies is generated by the BDS system?,What is the revenue generated by the BDS system for companies?,$31.5 billion,FALSE
5acd345807355d001abf3946,BeiDou_Navigation_Satellite_System,"['The original idea of a Chinese satellite navigation system was conceived by ••Chen Fangyun and his colleagues•• in the 1980s. According to the China National Space Administration, the development of the system would be carried out in three steps:']","The initial concept of a Chinese satellite positioning system was formulated by ••Chen Fangyun and his associates•• during the 1980s. As per the China National Space Administration, the progression of the system would proceed in three phases:",Who first came up with the idea for a Japanese satellite navigation system?,Who initially proposed the concept for a Japanese satellite positioning system?,Chen Fangyun and his colleagues,TRUE
56e10ac2cd28a01900c674b9,BeiDou_Navigation_Satellite_System,"['BeiDou-2 (formerly known as ••COMPASS••) is not an extension to the older BeiDou-1, but rather supersedes it outright. The new system will be a constellation of 35 satellites, which include 5 geostationary orbit satellites for backward compatibility with BeiDou-1, and 30 non-geostationary satellites (27 in medium Earth orbit and 3 in inclined geosynchronous orbit), that will offer complete coverage of the globe.']","['BeiDou-2 (previously referred to as ••COMPASS••) is not an addition to the earlier BeiDou-1, but rather replaces it entirely. The updated system will consist of a constellation of 35 satellites, which include 5 satellites in geostationary orbit for backward compatibility with BeiDou-1, and 30 satellites that are not geostationary (27 situated in medium Earth orbit and 3 in inclined geosynchronous orbit), designed to provide comprehensive coverage of the entire planet.']",What was the BeiDou-2 system previously known as?,What was the earlier name of the BeiDou-2 system?,COMPASS,FALSE
56e11a26e3433e1400422be9,BeiDou_Navigation_Satellite_System,"['The investigation of the transmitted signals started immediately after the launch of Compass -M1 on 14 April 2007. Soon after in June 2007, engineers at CNES reported the spectrum and structure of the signals. A month later, researchers from Stanford University reported the complete decoding of the I signals components. The knowledge of the codes allowed ••a group of engineers at Septentrio•• to build the COMPASS receiver and report tracking and multipath characteristics of the I signals on E2 and E5B.']","The examination of the transmitted signals began right after the launch of Compass -M1 on April 14, 2007. Shortly thereafter, in June 2007, technicians at CNES documented the spectrum and configuration of the signals. A month later, scholars from Stanford University announced the complete decoding of the I signals components. The understanding of the codes permitted a team of engineers at Septentrio to construct the COMPASS receiver and report on the tracking and multipath characteristics of the I signals on E2 and E5B.",Who built the COMPASS receiver?,Who constructed the COMPASS receiver?,a group of engineers at Septentrio,FALSE
5acd507907355d001abf3cdf,BeiDou_Navigation_Satellite_System,"['On July 25, 2015, the 18th and 19th satellites were successfully launched from the ••Xichang Satellite Launch Center••, marking the first time for China to launch two satellites at once on top of a Long March 3B/Expedition-1 carrier rocket. The Expedition-1 is an independent upper stage capable of delivering one or more spacecraft into different orbits.']","On July 25, 2015, the 18th and 19th spacecraft were successfully sent into orbit from the ••Xichang Satellite Launch Center••, representing the first occasion for China to deploy two satellites simultaneously atop a Long March 3B/Expedition-1 launch vehicle. The Expedition-1 serves as a standalone upper stage capable of placing one or more space vehicles into various trajectories.",Where were the 2nd and 3rd satellites launched from?,From which location were the 2nd and 3rd satellites launched?,Xichang Satellite Launch Center,TRUE
56e1207fcd28a01900c6761f,BeiDou_Navigation_Satellite_System,"['On ••July 25, 2015••, the 18th and 19th satellites were successfully launched from the Xichang Satellite Launch Center, marking the first time for China to launch two satellites at once on top of a Long March 3B/Expedition-1 carrier rocket. The Expedition-1 is an independent upper stage capable of delivering one or more spacecraft into different orbits.']","On ••July 25, 2015••, the 18th and 19th satellites were successfully deployed from the Xichang Satellite Launch Center, representing the inaugural occasion for China to launch two satellites simultaneously atop a Long March 3B/Expedition-1 carrier rocket. The Expedition-1 serves as a distinct upper stage capable of placing one or more spacecraft into various orbits.",When were the 18th and 19th satellites for the BeiDou system launched?,What date did the 18th and 19th satellites of the BeiDou system get launched?,"July 25, 2015",FALSE
56e0f150231d4119001ac483,Canon_law,"['Greek kanon / Ancient Greek: κανών, Arabic Qanun / قانون, Hebrew kaneh / קנה, straight؛ a rule, code, standard, or measure؛ the root meaning in all these languages is ••reed•• (cf. the Romance-language ancestors of the English word cane).']","Greek kanon / Ancient Greek: κανών, Arabic Qanun / قانون, Hebrew kaneh / קנה, straight; a guideline, rule, standard, or measure; the fundamental meaning in all these tongues is ••reed•• (see the Romance-language origins of the English term cane).","What is the common definition of the word canon as it appears in Greek, Arabic and Hebrew?","What is the shared meaning of the term canon as it is found in Greek, Arabic, and Hebrew?",reed,FALSE
56e0f2d87aa994140058e7ff,Canon_law,"[""In the Catholic Church, canon law is the system of laws and legal principles made and enforced by ••the Church's hierarchical authorities•• to regulate its external organization and government and to order and direct the activities of Catholics toward the mission of the Church.""]","Within the Catholic Church, canon law represents the framework of regulations and legal doctrines developed and upheld by the Church's hierarchical leadership to govern its external structure and administration and to guide and channel the endeavors of Catholics toward the Church's mission.",Who enforces canon law in Catholicism?,Who administers canon law within Catholicism?,the Church's hierarchical authorities,FALSE
5a21d0bb8a6e4f001aa08f07,Canon_law,"['The Catholic Church has what is claimed to be the oldest continuously functioning internal legal system in Western Europe, much later than Roman law but predating the evolution of modern European civil law traditions. What began with rules (canons) adopted by the Apostles at the ••Council of Jerusalem•• in the first century has developed into a highly complex legal system encapsulating not just norms of the New Testament, but some elements of the Hebrew (Old Testament), Roman, Visigothic, Saxon, and Celtic legal traditions.']","['The Catholic Church is said to possess the most ancient continuously operative internal legal framework in Western Europe, significantly later than Roman law yet preceding the emergence of contemporary European civil law customs. What started with the regulations (canons) established by the Apostles at the ••Council of Jerusalem•• during the first century has evolved into a remarkably intricate legal system that encompasses not only the principles of the New Testament but also aspects of the Hebrew (Old Testament), Roman, Visigothic, Saxon, and Celtic legal systems.']",What counsel was held in the first century BC,What assembly took place in the first century BC,Council of Jerusalem,TRUE
56e0f9657aa994140058e851,Canon_law,"['It is a fully developed legal system, with all the necessary elements: courts, lawyers, judges, a fully articulated legal code principles of legal interpretation, and coercive penalties, though it lacks civilly-binding force in most secular jurisdictions. The academic degrees in canon law are the J.C.B. (••Juris Canonici Baccalaureatus••, Bachelor of Canon Law, normally taken as a graduate degree), J.C.L. (Juris Canonici Licentiatus, Licentiate of Canon Law) and the J.C.D. (Juris Canonici Doctor, Doctor of Canon Law). Because of its specialized nature, advanced degrees in civil law or theology are normal prerequisites for the study of canon law.']","['It is a comprehensive legal structure, containing all essential components: courts, attorneys, magistrates, a completely articulated legal code, principles of legal understanding, and enforceable sanctions, although it lacks civilly-binding authority in most secular jurisdictions. The academic qualifications in canon law include the J.C.B. (••Juris Canonici Baccalaureatus••, Bachelor of Canon Law, typically pursued as a postgraduate degree), J.C.L. (Juris Canonici Licentiatus, Licentiate of Canon Law) and the J.C.D. (Juris Canonici Doctor, Doctor of Canon Law). Due to its specialized nature, advanced qualifications in civil law or theology are commonly required before studying canon law.']",What does J.C.B. stand for?,What is the meaning of J.C.B.?,Juris Canonici Baccalaureatus,FALSE
5a21d4c68a6e4f001aa08f3a,Canon_law,"['Much of the legislative style was adapted from the Roman Law Code of Justinian. As a result, Roman ecclesiastical courts tend to follow the Roman Law style of continental Europe with some variation, featuring collegiate panels of judges and an investigative form of proceeding, called inquisitorial, from the Latin inquirere, to enquire. This is in contrast to the adversarial form of proceeding found in the ••common law system of English and U.S. law••, which features such things as juries and single judges.']","A significant portion of the legislative approach was influenced by the Roman Law Code established by Justinian. Consequently, Roman ecclesiastical tribunals generally adhere to the Roman Law style customary in continental Europe, albeit with some discrepancies, characterized by groups of judges and an inquiry-based process known as inquisitorial, derived from the Latin word inquirere, meaning to inquire. This stands in opposition to the adversarial procedural model prevalent in the common law framework of English and U.S. jurisprudence, which incorporates elements like juries and individual judges.",What other law system do ecclesiastical courts share an adversarial form with?,Which additional legal system do ecclesiastical courts possess an adversarial nature with?,common law system of English and U.S. law,TRUE
5a21d4c68a6e4f001aa08f3b,Canon_law,"['Much of the legislative style was adapted from the Roman Law Code of Justinian. As a result, Roman ecclesiastical courts tend to follow the Roman Law style of continental Europe with some variation, featuring collegiate panels of judges and an investigative form of proceeding, called inquisitorial, from the Latin inquirere, to enquire. This is in contrast to the adversarial form of proceeding found in the common law system of English and U.S. law, which features such things as juries and ••single judges••.']","A significant portion of the legislative approach was derived from the Roman Law Code established by Justinian. Consequently, Roman ecclesiastical tribunals typically adhere to the Roman legal style prevalent in continental Europe, albeit with some differences, displaying collegiate panels of magistrates and an investigative method known as inquisitorial, originating from the Latin term inquirere, which means to question. This stands in contrast to the adversarial method used in the common law framework of English and U.S. jurisprudence, which incorporates elements such as juries and sole judges.",What do ecclesiastical courts have rather then collegiate panels of judges?,What do ecclesiastical tribunals utilize instead of collegiate panels of magistrates?,single judges,TRUE
56e0fb7b231d4119001ac530,Canon_law,"['Much of the legislative style was adapted from the ••Roman Law Code of Justinian••. As a result, Roman ecclesiastical courts tend to follow the Roman Law style of continental Europe with some variation, featuring collegiate panels of judges and an investigative form of proceeding, called inquisitorial, from the Latin inquirere, to enquire. This is in contrast to the adversarial form of proceeding found in the common law system of English and U.S. law, which features such things as juries and single judges.']","A significant portion of the legislative approach was influenced by the ••Justinian’s Roman Law Code••. Consequently, ecclesiastical courts in Rome usually adhere to the Roman Law tradition characteristic of continental Europe, albeit with some differences, showcasing panels of judges and a method of investigation known as inquisitorial, derived from the Latin term inquirere, meaning to investigate. This stands in opposition to the adversarial legal process prevalent in the common law frameworks of English and U.S. jurisdictions, which involve elements like juries and individual judges.",What ancient law served as the precursor to the type of legislation seen in the Roman Catholics?,What historical legal code acted as the foundation for the kind of legislation observed in the Roman Catholic Church?,Roman Law Code of Justinian,FALSE
5a21d9038a6e4f001aa08f78,Canon_law,"[""The Greek-speaking ••Orthodox•• have collected canons and commentaries upon them in a work known as the Pēdálion (Greek: Πηδάλιον, Rudder), so named because it is meant to steer the Church. The Orthodox Christian tradition in general treats its canons more as guidelines than as laws, the bishops adjusting them to cultural and other local circumstances. Some Orthodox canon scholars point out that, had the Ecumenical Councils (which deliberated in Greek) meant for the canons to be used as laws, they would have called them nómoi/νόμοι (laws) rather than kanónes/κανόνες (rules), but almost all Orthodox conform to them. The dogmatic decisions of the Councils, though, are to be obeyed rather than to be treated as guidelines, since they are essential for the Church's unity.""]","['The Greek-speaking ••Orthodox•• have compiled canons and explanations regarding them in a text referred to as the Pēdálion (Greek: Πηδάλιον, Rudder), which is titled so because it serves to guide the Church. In general, the Orthodox Christian evolution views its canons more as recommendations rather than as regulations, with bishops modifying them to fit cultural and other local contexts. Some scholars of Orthodox canon highlight that, had the Ecumenical Councils (which convened in Greek) intended for the canons to function as laws, they would have designated them nómoi/νόμοι (laws) instead of kanónes/κανόνες (rules), yet nearly all Orthodox adhere to them. However, the doctrinal rulings of the Councils are to be followed strictly rather than regarded as recommendations, as they are crucial for the unity of the Church.']",What denomination uses Hebrew?,Which religious group employs Hebrew?,Orthodox,TRUE
